mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr__C,param_lr__penalty,param_lr__solver,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9822919368743896,0.08994599129804089,0.014398622512817382,0.0035810140711081584,1.0,l2,lbfgs,0.95,"{'lr__C': 1.0, 'lr__penalty': 'l2', 'lr__solver': 'lbfgs', 'pca__n_components': 0.95}",0.9170833333333334,0.9216666666666666,0.9205,0.9198333333333333,0.92,0.9198166666666667,0.0015095989165632149,9
2.2977521896362303,0.09583774777670839,0.017528390884399413,0.002627270655024719,1.0,l2,lbfgs,0.99,"{'lr__C': 1.0, 'lr__penalty': 'l2', 'lr__solver': 'lbfgs', 'pca__n_components': 0.99}",0.9165833333333333,0.9246666666666666,0.92175,0.9211666666666667,0.9225833333333333,0.92135,0.002662183731867922,4
187.0046908378601,1.2122353161307227,0.008593320846557617,0.0016012507507114952,1.0,l2,saga,0.9,"{'lr__C': 1.0, 'lr__penalty': 'l2', 'lr__solver': 'saga', 'pca__n_components': 0.9}",0.9129166666666667,0.91725,0.9206666666666666,0.9175,0.916,0.9168666666666667,0.002503663981714239,15
337.41184358596803,1.1830897213066685,0.011674737930297852,0.003709347621556084,1.0,l2,saga,0.95,"{'lr__C': 1.0, 'lr__penalty': 'l2', 'lr__solver': 'saga', 'pca__n_components': 0.95}",0.9171666666666667,0.9218333333333333,0.9208333333333333,0.9201666666666667,0.9205,0.9201,0.001569146972791952,7
608.2239131450654,3.485869823771969,0.00748739242553711,0.0006362028233104243,1.0,l2,saga,0.99,"{'lr__C': 1.0, 'lr__penalty': 'l2', 'lr__solver': 'saga', 'pca__n_components': 0.99}",0.9161666666666667,0.9245833333333333,0.9225833333333333,0.9215,0.92225,0.9214166666666668,0.0028161242081192876,3
0.7060469627380371,0.042428381154802686,0.008097457885742187,0.0013108641621132559,10.0,l2,lbfgs,0.9,"{'lr__C': 10.0, 'lr__penalty': 'l2', 'lr__solver': 'lbfgs', 'pca__n_components': 0.9}",0.9135,0.9171666666666667,0.9206666666666666,0.9181666666666667,0.9166666666666666,0.9172333333333332,0.002320440571194282,13
1.21187105178833,0.04046486070331853,0.01047830581665039,0.001061488668378121,10.0,l2,lbfgs,0.95,"{'lr__C': 10.0, 'lr__penalty': 'l2', 'lr__solver': 'lbfgs', 'pca__n_components': 0.95}",0.9170833333333334,0.9225833333333333,0.92075,0.9199166666666667,0.9208333333333333,0.9202333333333333,0.001798456128028805,5
2.717800569534302,0.09785549281852529,0.01842641830444336,0.0018696804552522821,10.0,l2,lbfgs,0.99,"{'lr__C': 10.0, 'lr__penalty': 'l2', 'lr__solver': 'lbfgs', 'pca__n_components': 0.99}",0.91525,0.9221666666666667,0.9200833333333334,0.91925,0.92075,0.9195,0.002329759167334206,10
47.1756293296814,72.19306697738827,0.0064029693603515625,0.0010540221074433263,10.0,l2,saga,0.9,"{'lr__C': 10.0, 'lr__penalty': 'l2', 'lr__solver': 'saga', 'pca__n_components': 0.9}",0.91325,0.9175833333333333,0.9205,0.91775,0.9168333333333333,0.9171833333333332,0.002327015255644011,14
43.32291655540466,4.925963951223696,0.010387468338012695,0.0012889498677004373,10.0,l2,saga,0.95,"{'lr__C': 10.0, 'lr__penalty': 'l2', 'lr__solver': 'saga', 'pca__n_components': 0.95}",0.9169166666666667,0.9225833333333333,0.9209166666666667,0.9193333333333333,0.9213333333333333,0.9202166666666667,0.0019497863130780765,6
182.42176451683045,4.470806090182347,0.013307332992553711,0.0038004381591041354,10.0,l2,saga,0.99,"{'lr__C': 10.0, 'lr__penalty': 'l2', 'lr__solver': 'saga', 'pca__n_components': 0.99}",0.9146666666666666,0.9226666666666666,0.921,0.92025,0.9206666666666666,0.91985,0.002718455443813647,8
